,cate,div,pdImg,pdLink,pdName,price,sub_cate,sub_cate_link
135,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-ultra-moisture/essential-balancing-emulsion-ultra-moisture_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-balancing-emulsion-ultra-moisture.basic_care.html,에센셜 밸런싱 에멀젼_울트라모이스춰,"31,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
136,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-ultra-moisture/essential-power-skin-refiner-ultra-moisture_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-power-skin-refiner-ultra-moisture.basic_care.html,에센셜 파워 스킨 리파이너_울트라모이스춰,"28,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
137,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-sensitive/essential-balancing-emulsion-sensitive_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-balancing-emulsion-sensitive.basic_care.html,에센셜 밸런싱 에멀젼_센서티브,"31,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
138,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-sensitive/essential-power-skin-refiner-sensitive_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-power-skin-refiner-sensitive.basic_care.html,에센셜 파워 스킨리파이너_센서티브,"28,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
139,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-light-mini/essential-balancing-emulsion-light-mini_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-balancing-emulsion-light-small.basic_care.html,에센셜 밸런싱 에멀젼_라이트 (소용량),"22,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
140,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-moisture-mini/essential-balancing-emulsion-moisture-mini_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-balancing-emulsion-moisture-small.basic_care.html,에센셜 밸런싱 에멀젼_모이스춰 (소용량),"22,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
141,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-moisture-mini/essential-power-skin-refiner-moisture-mini_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-power-skin-refiner-moisture-small.basic_care.html,에센셜 파워 스킨 리파이너_모이스춰 (소용량) ,"20,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
142,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-light-mini/essential-power-skin-refiner-light-mini_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.essential-power-skin-refiner-light-small.basic_care.html,에센셜 파워 스킨 리파이너_라이트 (소용량),"20,000",베이직케어,http://www.laneige.com/kr/ko/product/skincare/line.basic_care.html
143,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-essence-ex/water-bank-essence-ex_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-essence-ex.water_bank.html,워터뱅크 에센스 EX,"40,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
144,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/laneige-water-bank-double-layering-oil/laneige-water-bank-double-layering-oil_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-double-layering-oil.water_bank.html,"워터뱅크 더블 레이어링 오일
","35,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
145,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-creamist/water-bank-creamist_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-creamist.water_bank.html,워터뱅크 크리미스트,"18,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
146,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/refill-me-bottle-cover/refill-me-bottle-cover_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.refill-me-bottle-cover.water_bank.html,리필 미 보틀+커버,"8,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
147,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-gel-cream/water-bank-gel-cream_01-2.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-gel-cream.water_bank.html,워터뱅크 젤 크림,"37,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
148,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-moisture-cream-set/water-bank-moisture-cream-set_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-moisture-cream-set.water_bank.html,워터뱅크 모이스춰 크림 기획 세트,"37,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
149,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-ultra-moisture-cream/water-bank-ultra-moisture-cream_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-ultra-moisture-cream.water_bank.html,워터뱅크 울트라 모이스춰 크림,"37,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
150,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-moisture-cream/water-bank-moisture-cream_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-moisture-cream1.water_bank.html,워터뱅크 모이스춰 크림,"37,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
151,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-eye-gel/water-bank-eye-gel_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-eye-gel.water_bank.html,워터뱅크 아이젤,"36,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
152,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-double-gel-soothing-mask/water-bank-double-gel-soothing-mask_01-3.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-double-gel-soothing-mask.water_bank.html,워터뱅크 더블겔 수딩 마스크,"24,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
153,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-mineral-skin-mist-120ml/water-bank-mineral-skin-mist-120ml_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-mineral-skin-mist-120ml.water_bank.html,워터뱅크 미네랄  미스트 120ml,"24,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
154,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-mineral-skin-mist/water-bank-mineral-skin-mist_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-bank-mineral-skin-mist.water_bank.html,워터뱅크 미네랄 미스트,"15,000",워터뱅크,http://www.laneige.com/kr/ko/product/skincare/line.water_bank.html
155,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/perfect-renew-regenerator/perfect-renew-regenerator_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.perfect-renew-regenerator.perfect_renew.html,퍼펙트 리뉴 리제너레이터,"60,000",퍼펙트리뉴,http://www.laneige.com/kr/ko/product/skincare/line.perfect_renew.html
156,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/perfect-renew-cream/perfect-renew-cream_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.perfect-renew-cream.perfect_renew.html,퍼펙트 리뉴 크림,"60,000",퍼펙트리뉴,http://www.laneige.com/kr/ko/product/skincare/line.perfect_renew.html
157,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/perfect-renew-skin-refiner/perfect-renew-skin-refiner_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.perfect-renew-skin-refiner.perfect_renew.html,퍼펙트 리뉴 스킨 리파이너,"38,000",퍼펙트리뉴,http://www.laneige.com/kr/ko/product/skincare/line.perfect_renew.html
158,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/perfect-renew-eye-cream/perfect-renew-eye-cream_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.perfect-renew-eye-cream.perfect_renew.html,퍼펙트 리뉴 아이 크림,"48,000",퍼펙트리뉴,http://www.laneige.com/kr/ko/product/skincare/line.perfect_renew.html
159,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/perfect-renew-regenerating-mask/perfect-renew-regenerating-mask_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.perfect-renew-regenerating-mask.perfect_renew.html,퍼펙트 리뉴 리제너레이팅 마스크,"35,000",퍼펙트리뉴,http://www.laneige.com/kr/ko/product/skincare/line.perfect_renew.html
160,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/perfect-renew-emulsion/perfect-renew-emulsion_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.perfect-renew-emulsion.perfect_renew.html,퍼펙트 리뉴 에멀젼,"40,000",퍼펙트리뉴,http://www.laneige.com/kr/ko/product/skincare/line.perfect_renew.html
161,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/time-freeze-eye-serum/time-freeze-eye-serum_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.time-freeze-eye-serum.time_freeze.html,타임프리즈 아이세럼,"50,000",타임프리즈,http://www.laneige.com/kr/ko/product/skincare/line.time_freeze.html
162,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/time-freeze-essence/time-freeze-essence_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.time-freeze-essence.time_freeze.html,타임프리즈 에센스 ,"60,000",타임프리즈,http://www.laneige.com/kr/ko/product/skincare/line.time_freeze.html
163,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/time-freeze-firming-sleeping-mask/time-freeze-firming-sleeping-mask_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.time-freeze-firming-sleeping-mask.time_freeze.html,타임프리즈 퍼밍 슬리핑 마스크,"35,000",타임프리즈,http://www.laneige.com/kr/ko/product/skincare/line.time_freeze.html
164,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/time-freeze-face-fit-roller/time-freeze-face-fit-roller_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.time-freeze-face-fit-roller.time_freeze.html,타임프리즈 페이스-핏 롤러,"50,000",타임프리즈,http://www.laneige.com/kr/ko/product/skincare/line.time_freeze.html
165,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/time-freeze-intensive-cream/time-freeze-intensive-cream_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.time-freeze-intensive-cream.time_freeze.html,타임프리즈 인텐시브 크림,"65,000",타임프리즈,http://www.laneige.com/kr/ko/product/skincare/line.time_freeze.html
166,Skincare,스킨케어 라인,http://www.laneige.com/ae/en/laneige-pim-img/product/water-sleeping-mask/water-sleeping-mask_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-sleeping-mask.sleeping_care.html,워터 슬리핑 마스크,"28,000",슬리핑케어,http://www.laneige.com/kr/ko/product/skincare/line.sleeping_care.html
167,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/lip-sleeping-mask/thum_01_1_1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.lip-sleeping-mask.sleeping_care.html,립 슬리핑 마스크,"18,000",슬리핑케어,http://www.laneige.com/kr/ko/product/skincare/line.sleeping_care.html
168,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/time-freeze-firming-sleeping-mask/time-freeze-firming-sleeping-mask_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.time-freeze-firming-sleeping-mask.sleeping_care.html,타임프리즈 퍼밍 슬리핑 마스크,"35,000",슬리핑케어,http://www.laneige.com/kr/ko/product/skincare/line.sleeping_care.html
169,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/sleeping-ball/sleeping-ball_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.sleeping-ball.sleeping_care.html,슬리핑 볼,"2,000",슬리핑케어,http://www.laneige.com/kr/ko/product/skincare/line.sleeping_care.html
170,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/pore-deep-clearing-foam/pore-deep-clearing-foam_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.pore-deep-clearing-foam.mini_pore.html,포어 딥 클리어링 폼,"15,000",미니포어,http://www.laneige.com/kr/ko/product/skincare/line.mini_pore.html
171,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/blackhead-melting-gel/blackhead-melting-gel_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.blackhead-melting-gel.mini_pore.html,블랙헤드 멜팅젤,"25,000",미니포어,http://www.laneige.com/kr/ko/product/skincare/line.mini_pore.html
172,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/mini-pore-blurring-tightener/mini-pore-blurring-tightener_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.mini-pore-blurring-tightener.mini_pore.html,미니포어 블러링 타이트너,"30,000",미니포어,http://www.laneige.com/kr/ko/product/skincare/line.mini_pore.html
173,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/mini-pore-waterclay-mask/mini-pore-waterclay-mask_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.mini-pore-waterclay-mask.mini_pore.html,미니포어 워터클레이 마스크,"23,000",미니포어,http://www.laneige.com/kr/ko/product/skincare/line.mini_pore.html
174,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/watery-sun-cream-spf50-pa/watery-sun-cream-spf50-pa_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.watery-sun-cream-spf50-pa.sun_care.html,"워터리 선 크림
SPF50+ PA++++","25,000",선케어,http://www.laneige.com/kr/ko/product/skincare/line.sun_care.html
175,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/light-sun-fluid-spf50-pa/light-sun-fluid-spf50-pa_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.light-sun-fluid-spf50-pa.sun_care.html,"라이트 선 플루이드
SPF50+ PA+++","25,000",선케어,http://www.laneige.com/kr/ko/product/skincare/line.sun_care.html
176,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/soft-hand-lotion/laneige-soft-hand-lotion_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.soft-hand-lotion.hand_care.html,소프트 핸드 로션,"9,000",핸드케어,http://www.laneige.com/kr/ko/product/skincare/line.hand_care.html
177,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/rich-hand-butter/laneige-rich-hand-butter_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.rich-hand-butter.hand_care.html,리치 핸드 버터,"9,000",핸드케어,http://www.laneige.com/kr/ko/product/skincare/line.hand_care.html
178,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/fresh-hand-fluid-spf-15/laneige-fresh-hand-fluid-spf-15_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.fresh-hand-fluid-spf-15.hand_care.html,프레쉬 핸드 플루이드 SPF 15 ,"9,000",핸드케어,http://www.laneige.com/kr/ko/product/skincare/line.hand_care.html
179,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-dew-original-essence-set/white-dew-original-essence-set_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-dew-original-essence-set.white_dew.html,화이트 듀 오리지널 앰플 에센스 런칭 기획,"55,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
180,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-dew-intensive-eye-mask/white-dew-intensive-eye-mask_01_1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-dew-intensive-eye-mask.white_dew.html,화이트 듀 인텐시브 아이마스크,"24,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
181,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-dew-milky-cleanser/white-dew-milky-cleanser_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-dew-milky-cleanser.white_dew.html,화이트 듀 밀키 클렌져,"23,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
182,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-dew-tone-up-cream/white-dew-tone-up-cream_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-dew-tone-up-cream.white_dew.html,화이트 듀 톤업 크림,"38,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
183,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-dew-skin-refiner/white-dew-skin-refiner_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-dew-skin-refiner.white_dew.html,화이트 듀 스킨 리파이너,"30,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
184,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-dew-emulsion/white-dew-emulsion_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-dew-emulsion.white_dew.html,화이트 듀 에멀젼,"33,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
185,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-dew-original-ampoule-essence/white-dew-original-ampoule-essence_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-dew-original-ampoule-essence.white_dew.html,화이트 듀 오리지널 앰플 에센스,"55,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
186,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-pocket-sheet-mask/water-pocket-sheet-mask_03.png,http://www.laneige.com/kr/ko/product/skincare/line/view.water-pocket-sheet-mask.white_dew.html,워터포켓 시트마스크,"2,500",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
187,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-plus-renew-original-essence-ex/white-plus-renew-original-essence-ex_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-plus-renew-original-essence_ex.white_dew.html,화이트 플러스 리뉴 오리지널 에센스_EX ,"55,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
188,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-plus-renew-original-cream-ex/white-plus-renew-original-cream-ex_01-2.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-plus-renew-original-cream-ex.white_dew.html,화이트플러스리뉴 오리지널 크림_EX,"50,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
189,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-plus-renew-capsule-sleeping-pack/white-plus-renew-capsule-sleeping-pack_01-1.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-plus-renew-capsule-sleeping-pack.white_dew.html,화이트플러스리뉴 캡슐 슬리핑팩,"30,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
190,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-plus-renew-tone-up-corrector/white-plus-renew-tone-up-corrector_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-plus-renew-tone-up-corrector.white_dew.html,화이트 플러스 리뉴 톤업 코렉터,"30,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
191,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-plus-renew-spot-ampoule/white-plus-renew-spot-ampoule_01_5.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-plus-renew-spot-ampoule.white_dew.html,화이트플러스리뉴 스팟앰플,"65,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
192,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-plus-renew-purifying-mask/white-plus-renew-purifying-mask_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-plus-renew-purifying-mask.white_dew.html,화이트 플러스 리뉴 퓨리파잉 마스크,"35,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
193,Skincare,스킨케어 라인,http://www.laneige.com/kr/ko/laneige-pim-img/product/white-plus-renew-eye-cream/white-plus-renew-eye-cream_01.png,http://www.laneige.com/kr/ko/product/skincare/line/view.white-plus-renew-eye-cream.white_dew.html,화이트 플러스 리뉴 아이크림,"40,000",화이트듀,http://www.laneige.com/kr/ko/product/skincare/line.white_dew.html
194,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-light/essential-balancing-emulsion-light_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-balancing-emulsion-light.balancing.html,에센셜 밸런싱 에멀젼_라이트,"31,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
195,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-moisture/essential-balancing-emulsion-moisture_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-balancing-emulsion-moisture.balancing.html,에센셜 밸런싱 에멀젼_모이스춰,"31,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
196,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-light/essential-power-skin-refiner-light_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-power-skin-refiner-light.balancing.html,에센셜 파워 스킨 리파이너_라이트 ,"28,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
197,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-moisture/essential-power-skin-refiner-moisture_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-power-skin-refiner-moisture.balancing.html,에센셜 파워 스킨리파이너_모이스춰,"28,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
198,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-ultra-moisture/essential-balancing-emulsion-ultra-moisture_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-balancing-emulsion-ultra-moisture.balancing.html,에센셜 밸런싱 에멀젼_울트라모이스춰,"31,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
199,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-ultra-moisture/essential-power-skin-refiner-ultra-moisture_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-power-skin-refiner-ultra-moisture.balancing.html,에센셜 파워 스킨 리파이너_울트라모이스춰,"28,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
200,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-balancing-emulsion-sensitive/essential-balancing-emulsion-sensitive_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-balancing-emulsion-sensitive.balancing.html,에센셜 밸런싱 에멀젼_센서티브,"31,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
201,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/essential-power-skin-refiner-sensitive/essential-power-skin-refiner-sensitive_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.essential-power-skin-refiner-sensitive.balancing.html,에센셜 파워 스킨리파이너_센서티브,"28,000",밸런싱,http://www.laneige.com/kr/ko/product/skincare/concerns.balancing.html
202,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-essence-ex/water-bank-essence-ex_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.water-bank-essence-ex.moisturizing.html,워터뱅크 에센스 EX,"40,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
203,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-creamist/water-bank-creamist_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.water-bank-creamist.moisturizing.html,워터뱅크 크리미스트,"18,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
204,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/refill-me-bottle-cover/refill-me-bottle-cover_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.refill-me-bottle-cover.moisturizing.html,리필 미 보틀+커버,"8,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
205,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-ultra-moisture-cream/water-bank-ultra-moisture-cream_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.water-bank-ultra-moisture-cream.moisturizing.html,워터뱅크 울트라 모이스춰 크림,"37,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
206,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-eye-gel/water-bank-eye-gel_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.water-bank-eye-gel.moisturizing.html,워터뱅크 아이젤,"36,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
207,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-double-gel-soothing-mask/water-bank-double-gel-soothing-mask_01-3.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.water-bank-double-gel-soothing-mask.moisturizing.html,워터뱅크 더블겔 수딩 마스크,"24,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
208,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/water-bank-mineral-skin-mist-120ml/water-bank-mineral-skin-mist-120ml_01-1.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.water-bank-mineral-skin-mist-120ml.moisturizing.html,워터뱅크 미네랄  미스트 120ml,"24,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
209,Skincare,피부고민,http://www.laneige.com/kr/ko/laneige-pim-img/product/soft-hand-lotion/laneige-soft-hand-lotion_01.png,http://www.laneige.com/kr/ko/product/skincare/concerns/view.soft-hand-lotion.moisturizing.html,소프트 핸드 로션,"9,000",수분·보습,http://www.laneige.com/kr/ko/product/skincare/concerns.moisturizing.html
