youtuber_name,video_title,video_address,video_thumbnail
씬님,16시간 동안 16번 메이크업하기! 이건 씬님 인생최대 도전 by Tik Tok | SSIN,https://www.youtube.com/watch?v=0ioIchKIP8w,https://i.ytimg.com/vi/0ioIchKIP8w/maxresdefault.jpg
씬님,"With 라뮤끄🎄언니에게 배우는 진정한 연말파티 메이크업! 존좋템 바꿔서 화장하기, 청순 성숙한 무드? | SSIN",https://www.youtube.com/watch?v=r12BKIAblCs,https://i.ytimg.com/vi/r12BKIAblCs/maxresdefault.jpg
씬님,With 큐영🎄 닥터씬 크리스마스 버젼! 사람이 되고싶은 큐돌프 | SSIN,https://www.youtube.com/watch?v=--fzkYOquIY,https://i.ytimg.com/vi/--fzkYOquIY/maxresdefault.jpg
씬님,With 밴쯔🎄첫 먹방 도전! 크리스마스 칠면조구이 & 미국반찬 먹기 feat.박PD | SSIN,https://www.youtube.com/watch?v=5oBAnGV44t4,https://i.ytimg.com/vi/5oBAnGV44t4/maxresdefault.jpg
씬님,With 이사배🎄2017년 연간 TOP 10 화장품 추천! (품절주의) 막장 선물 뜯기 게임 | SSIN,https://www.youtube.com/watch?v=_deodbbfCoE,https://i.ytimg.com/vi/_deodbbfCoE/maxresdefault.jpg
씬님,"With 꿀키🎄크리스마스 디저트, 딸기 트리 케이크 만들기 // 이번엔 성공!! | SSIN",https://www.youtube.com/watch?v=6ohswrIlDIA,https://i.ytimg.com/vi/6ohswrIlDIA/maxresdefault.jpg
씬님,With 홀리🎄 짱센 크리스마스 글램 메이크업 | SSIN,https://www.youtube.com/watch?v=yo-ukkbCcPo,https://i.ytimg.com/vi/yo-ukkbCcPo/maxresdefault.jpg
씬님,현아 Lip & Hip 메이크업 | SSIN,https://www.youtube.com/watch?v=_PihdTtitzU,https://i.ytimg.com/vi/_PihdTtitzU/maxresdefault.jpg
씬님,※공지※ 크리스마스 콜라보 위크! | SSIN,https://www.youtube.com/watch?v=HdGhsGKsKjk,https://i.ytimg.com/vi/HdGhsGKsKjk/maxresdefault.jpg
씬님,귀걸이 팝니다. | SSIN x Tomorrow Object,https://www.youtube.com/watch?v=qdHJUlFzoyI,https://i.ytimg.com/vi/qdHJUlFzoyI/maxresdefault.jpg
씬님,무쌍 연주와 존좋템 바꿔서 화장하기 // 외꺼풀 화장법! | SSIN,https://www.youtube.com/watch?v=-EInoIy2QV4,https://i.ytimg.com/vi/-EInoIy2QV4/maxresdefault.jpg
씬님,일본 돈키호테에서 사온 것들 소개! 일본 하울 | SSIN,https://www.youtube.com/watch?v=qX8vxMVVN_k,https://i.ytimg.com/vi/qX8vxMVVN_k/maxresdefault.jpg
씬님,직원들과 함께 떠난 일본여행!! 같이 화장하고 미친듯이 놀아봅시다 // 겟레디윗미 | SSIN,https://www.youtube.com/watch?v=QxycyL0tAt4,https://i.ytimg.com/vi/QxycyL0tAt4/maxresdefault.jpg
씬님,7년만에 치마입음 주의!! 윤쨔미언니가 준 끄암찍한 아이템들로 화장해보기 | SSIN,https://www.youtube.com/watch?v=_toW1YwJvlo,https://i.ytimg.com/vi/_toW1YwJvlo/maxresdefault.jpg
